id,date,fk_salon,fk_client,price,rating
409,2008-08-03 19:31:49.600,22,193-702-2535,31.25,10.0
410,2008-08-16 22:08:25.000,11,511-005-1310,100.0,6.0
411,2008-08-25 06:43:05.400,2,120-577-3239,21.6,4.0
412,2008-08-29 08:18:56.800,45,325-507-9874,80.0,6.0
413,2008-09-07 19:55:27.200,28,116-895-8825,80.0,9.0
414,2008-09-14 13:34:46.600,40,826-213-6047,24.0,9.0
415,2008-09-23 09:46:38.000,39,395-120-3478,31.25,1.0
416,2008-09-26 10:53:30.400,9,562-092-1044,40.25,2.0
417,2008-10-05 21:23:48.800,24,992-737-5039,18.0,3.0
418,2008-10-16 21:31:44.200,0,179-629-1046,40.25,4.0
419,2008-10-20 00:20:11.600,1,812-799-2221,30.0,4.0
420,2008-10-30 04:13:45.000,24,460-890-0900,64.0,3.0
421,2008-11-08 20:11:04.400,32,360-146-5268,72.0,10.0
422,2008-11-11 22:55:27.800,7,451-365-2122,18.0,6.0
423,2008-11-20 07:14:41.200,33,490-674-5932,140.0,2.0
424,2008-12-01 21:51:55.600,17,623-199-7594,6.9,6.0
425,2008-12-06 07:46:51.000,38,944-994-6993,18.0,6.0
426,2008-12-18 09:21:57.400,34,646-637-3520,16.2,7.0
427,2008-12-24 23:19:42.800,5,274-854-9454,660.0,6.0
428,2008-12-27 20:27:24.200,34,788-957-4051,31.25,4.0
429,2009-01-06 17:03:03.600,6,992-737-5039,35.0,9.0
430,2009-01-14 10:18:32.000,5,350-795-1039,30.0,6.0
431,2009-01-26 15:16:02.400,38,516-684-0484,18.0,8.0
432,2009-02-03 10:31:27.800,45,554-197-6408,24.0,9.0
433,2009-02-04 07:46:53.200,24,575-261-7320,17.25,1.0
434,2009-02-17 15:46:35.600,25,990-505-3792,35.0,8.0
435,2009-02-24 13:21:22.000,36,767-411-6326,25.875,5.0
436,2009-03-05 17:36:47.400,34,292-695-2808,57.75,3.0
437,2009-03-13 12:18:32.800,22,992-908-5597,80.0,3.0
438,2009-03-13 21:36:56.200,22,734-046-4929,18.0,3.0
439,2009-03-22 03:55:06.600,18,554-465-2130,35.0,10.0
440,2009-04-04 15:17:38.000,8,724-850-3155,57.75,10.0
441,2009-04-11 11:50:24.400,20,562-092-1044,40.25,3.0
442,2009-04-15 12:21:46.800,44,244-261-6450,40.25,8.0
443,2009-04-24 19:09:29.200,16,418-542-9329,30.0,7.0
444,2009-05-02 10:20:09.600,42,980-098-5516,27.0,9.0
445,2009-05-12 21:50:46.000,26,462-068-5480,27.0,2.0
446,2009-05-17 23:41:20.400,13,674-429-1197,72.0,10.0
447,2009-05-24 08:52:15.800,21,189-064-4275,6.9,2.0
448,2009-06-03 12:27:12.200,5,940-383-0156,31.25,3.0
449,2009-06-13 12:34:08.600,17,589-658-7492,330.0,5.0
450,2009-06-14 05:41:18.000,5,751-915-8500,6.9,4.0
451,2009-06-26 06:12:46.400,44,571-100-4551,31.25,3.0
452,2009-06-29 10:20:01.800,4,561-520-7183,57.75,4.0
453,2009-07-13 18:53:22.200,24,607-393-6912,25.0,5.0
454,2009-07-16 05:25:21.600,8,107-253-5669,50.0,6.0
455,2009-07-28 13:24:50.000,0,977-674-6380,126.0,4.0
456,2009-08-03 20:00:16.400,11,999-433-0685,35.0,6.0
457,2009-08-10 07:57:22.800,17,224-610-1693,330.0,6.0
458,2009-08-18 00:06:49.200,43,774-828-4870,17.25,2.0
459,2009-08-29 11:04:38.600,7,841-514-0733,28.125,10.0
460,2009-09-05 06:34:23.000,36,117-531-2838,5.5200000000000005,1.0
461,2009-09-13 05:37:48.400,34,551-328-4562,24.0,8.0
462,2009-09-20 08:07:16.800,0,776-884-5520,825.0,10.0
463,2009-09-26 23:22:47.200,31,563-260-7875,50.0,8.0
464,2009-09-29 12:31:17.600,15,499-231-5661,17.25,4.0
465,2009-10-11 06:29:14.000,35,312-638-3363,30.0,5.0
466,2009-10-16 05:24:43.400,8,545-760-7797,100.0,6.0
467,2009-10-24 02:35:06.800,1,414-340-3398,24.0,9.0
468,2009-11-05 03:38:08.200,12,514-629-5037,35.0,8.0
469,2009-11-11 18:12:01.600,3,216-139-8989,21.6,6.0
470,2009-11-17 22:55:29.000,47,347-561-0842,31.25,5.0
471,2009-11-27 07:36:43.400,36,884-011-4729,140.0,10.0
472,2009-12-03 20:21:26.800,34,107-049-9566,140.0,8.0
473,2009-12-08 08:38:48.200,40,176-057-2994,31.25,8.0
474,2009-12-20 21:20:38.600,47,153-194-6680,32.2,1.0
475,2009-12-26 17:22:15.000,23,221-578-0751,80.0,6.0
476,2010-01-05 23:31:33.400,7,987-413-3017,30.0,6.0
477,2010-01-12 10:13:28.800,5,944-994-6993,46.2,6.0
478,2010-01-19 16:23:59.200,13,615-940-9612,50.0,5.0
479,2010-01-29 00:59:05.600,19,233-830-3203,24.0,2.0
480,2010-02-03 03:58:24.000,24,202-273-5630,6.9,2.0
481,2010-02-10 00:07:41.400,46,197-296-5290,6.9,4.0
482,2010-02-14 15:18:33.800,26,879-694-6194,50.0,2.0
483,2010-02-26 20:31:54.200,20,623-562-3459,80.0,10.0
484,2010-03-03 23:10:49.600,37,921-682-2035,57.75,10.0
485,2010-03-13 01:53:13.000,23,101-491-6210,140.0,2.0
486,2010-03-20 20:02:43.400,1,730-439-5534,18.0,7.0
487,2010-03-27 01:06:19.800,35,462-068-5480,100.0,6.0
488,2010-04-08 22:20:00.200,2,366-671-1393,17.25,8.0
489,2010-04-11 21:29:27.600,0,105-932-5648,17.25,8.0
490,2010-04-18 12:26:58.000,5,584-069-4864,40.25,6.0
491,2010-05-02 00:57:30.400,45,858-060-5068,31.25,8.0
492,2010-05-09 00:33:26.800,44,274-854-9454,100.0,4.0
493,2010-05-15 12:11:14.200,31,573-144-9892,32.2,7.0
494,2010-05-23 13:38:55.600,7,975-368-5438,24.0,9.0
495,2010-05-25 16:58:59.000,46,584-069-4864,45.0,9.0
496,2010-06-07 15:29:47.400,23,176-057-2994,297.0,7.0
497,2010-06-11 19:21:50.800,17,181-422-9687,90.0,7.0
498,2010-06-18 18:54:58.200,9,888-352-2913,50.0,3.0
499,2010-06-30 13:16:37.600,2,175-266-2402,40.25,1.0
500,2010-07-07 02:00:08.000,42,490-922-2193,80.0,4.0
501,2010-07-16 22:57:43.400,13,167-819-3496,100.0,1.0
502,2010-07-21 06:27:14.800,46,724-850-3155,31.5,9.0
503,2010-07-26 05:54:48.200,47,327-183-8704,100.0,1.0
504,2010-08-07 10:07:31.600,9,613-283-0920,28.75,5.0
505,2010-08-13 18:36:06.000,23,653-663-7720,40.25,7.0
506,2010-08-18 17:33:29.400,23,653-663-7720,112.0,6.0
507,2010-08-29 01:15:40.800,20,227-343-6911,31.25,3.0
508,2010-09-06 13:47:44.200,49,418-542-9329,825.0,3.0
509,2010-09-10 14:00:14.600,46,789-889-0638,28.75,9.0
510,2010-09-17 18:19:25.000,16,530-482-4004,31.25,2.0
511,2010-09-27 01:05:53.400,17,725-215-1701,40.0,8.0
512,2010-10-04 15:25:12.800,24,639-596-4329,18.0,1.0
513,2010-10-14 10:26:01.200,47,373-828-8136,17.25,8.0
514,2010-10-22 22:28:33.600,42,163-906-6246,27.0,6.0
515,2010-10-29 02:51:59.000,48,231-037-4692,6.9,9.0
516,2010-11-07 04:47:29.400,36,390-966-2897,100.0,10.0
517,2010-11-11 06:13:25.800,8,568-833-2942,24.0,7.0
518,2010-11-23 19:35:36.200,47,793-154-2081,126.0,4.0
519,2010-11-27 17:40:20.600,33,850-781-6544,80.0,5.0
520,2010-12-04 08:21:22.000,21,210-429-9522,24.0,8.0
521,2010-12-16 15:39:53.400,20,350-795-1039,45.0,4.0
522,2010-12-21 21:38:37.800,47,115-503-2624,140.0,3.0
523,2010-12-26 01:44:10.200,21,904-767-8788,264.0,2.0
524,2011-01-02 21:19:13.600,6,657-954-0489,140.0,10.0
525,2011-01-17 00:09:29.000,42,867-666-8548,5.5200000000000005,10.0
526,2011-01-19 05:01:07.400,22,904-767-8788,57.75,1.0
527,2011-02-01 15:26:08.800,39,135-844-4485,30.0,6.0
528,2011-02-06 23:17:30.200,47,556-841-7180,31.25,4.0
529,2011-02-14 03:50:27.600,37,418-220-0663,18.0,1.0
530,2011-02-21 12:25:42.000,45,696-408-8608,35.0,4.0
531,2011-03-01 01:16:51.400,0,267-056-3771,21.6,8.0
532,2011-03-06 05:09:00.800,37,286-184-0334,100.0,10.0
533,2011-03-16 11:55:40.200,7,667-074-8124,28.75,6.0
534,2011-03-22 19:49:03.600,13,267-078-9646,24.0,3.0
535,2011-03-31 01:10:01.000,23,302-277-0906,100.0,7.0
536,2011-04-06 17:19:36.400,33,616-123-4284,6.9,10.0
537,2011-04-13 19:48:49.800,44,561-520-7183,825.0,3.0
538,2011-04-22 22:12:14.200,47,125-409-1798,57.75,9.0
539,2011-04-27 23:43:44.600,11,495-350-8307,140.0,4.0
540,2011-05-09 11:43:57.000,16,551-811-1282,30.0,2.0
541,2011-05-20 03:40:39.400,42,683-810-6740,80.0,10.0
542,2011-05-24 19:22:54.800,42,675-902-9107,28.125,7.0
543,2011-06-04 03:41:24.200,11,657-954-0489,32.2,9.0
544,2011-06-10 20:09:21.600,38,558-723-6418,330.0,5.0
545,2011-06-15 16:53:33.000,5,105-932-5648,31.25,10.0
546,2011-06-24 21:26:02.400,5,423-557-3499,30.0,4.0
547,2011-07-03 07:41:37.800,31,948-503-4414,45.0,10.0
548,2011-07-10 09:40:30.200,0,526-220-0112,35.0,8.0
549,2011-07-19 13:08:39.600,14,302-277-0906,17.25,6.0
550,2011-07-26 00:33:53.000,12,623-199-7594,18.0,5.0
551,2011-07-31 03:58:30.400,33,470-253-9627,31.25,9.0
552,2011-08-08 04:29:04.800,12,575-261-7320,28.75,8.0
553,2011-08-20 11:37:53.200,47,681-501-4163,35.0,10.0
554,2011-08-28 07:40:32.600,13,490-922-2193,50.0,4.0
555,2011-09-01 12:38:45.000,0,916-865-0554,17.25,9.0
556,2011-09-12 00:20:19.400,3,135-831-7751,14.4,10.0
557,2011-09-13 15:54:11.800,25,674-429-1197,6.9,5.0
558,2011-09-26 09:08:20.200,34,585-385-5352,21.6,1.0
559,2011-09-29 12:15:59.600,3,490-783-9689,40.0,2.0
560,2011-10-10 22:50:00.000,21,607-725-4267,18.0,1.0
561,2011-10-15 13:02:32.400,11,150-765-1579,17.25,10.0
562,2011-10-25 16:08:40.800,42,202-720-1871,28.75,10.0
563,2011-10-31 02:42:49.200,13,549-635-2732,13.8,1.0
564,2011-11-12 19:03:52.600,26,554-465-2130,100.0,7.0
565,2011-11-18 06:32:01.000,37,556-504-9560,80.0,6.0
566,2011-11-24 11:58:58.400,9,663-578-5508,100.0,8.0
567,2011-12-05 23:53:51.800,22,428-514-7933,32.2,7.0
568,2011-12-07 02:58:02.200,39,727-966-0828,330.0,1.0
569,2011-12-15 19:31:52.600,36,408-413-6613,35.0,10.0
570,2011-12-27 05:08:26.000,6,604-977-6562,126.0,9.0
571,2012-01-01 17:08:03.400,10,310-085-8726,6.9,2.0
572,2012-01-10 18:29:30.800,39,431-272-8848,35.0,9.0
573,2012-01-16 14:51:51.200,37,340-995-1029,100.0,5.0
574,2012-01-26 23:37:26.600,34,793-154-2081,27.0,1.0
575,2012-01-30 04:34:32.000,30,582-736-7729,6.9,8.0
576,2012-02-09 17:39:27.400,24,942-580-6507,31.25,9.0
577,2012-02-13 15:21:20.800,13,738-578-8391,50.0,4.0
578,2012-02-28 07:07:13.200,47,800-539-6964,31.25,8.0
579,2012-02-29 03:11:02.600,36,496-157-1659,50.0,2.0
580,2012-03-12 13:33:26.000,40,832-806-0855,80.0,10.0
581,2012-03-21 17:18:54.400,32,115-503-2624,45.0,8.0
582,2012-03-26 21:14:29.800,42,332-162-6561,30.0,7.0
583,2012-04-04 18:22:49.200,17,841-514-0733,50.0,9.0
584,2012-04-09 16:31:43.600,38,841-185-8167,80.0,1.0
585,2012-04-21 15:16:34.000,39,839-845-3377,50.0,4.0
586,2012-04-29 16:48:50.400,1,920-249-9540,31.25,6.0
587,2012-05-05 17:06:08.800,9,327-183-8704,50.0,5.0
588,2012-05-11 22:24:28.200,34,545-436-1753,264.0,10.0
589,2012-05-21 09:34:16.600,19,622-712-4795,330.0,9.0
590,2012-05-24 23:27:26.000,5,398-179-2819,330.0,9.0
591,2012-06-02 04:40:39.400,49,360-146-5268,140.0,2.0
592,2012-06-08 06:57:52.800,46,552-016-7528,330.0,9.0
593,2012-06-19 08:17:53.200,2,839-845-3377,17.25,1.0
594,2012-06-29 15:15:22.600,17,727-966-0828,17.25,10.0
595,2012-07-03 01:47:52.000,19,901-873-8611,40.25,9.0
596,2012-07-13 20:57:38.400,21,556-504-9560,57.75,4.0
597,2012-07-23 03:01:59.800,8,933-164-4896,32.2,2.0
598,2012-07-25 02:20:01.200,45,647-481-2314,825.0,5.0
599,2012-08-03 10:27:12.600,12,725-380-0217,6.9,7.0
600,2012-08-14 10:29:38.000,32,162-542-1920,28.75,8.0
601,2012-08-19 21:07:36.400,0,852-170-6651,31.25,10.0
602,2012-08-26 17:29:33.800,12,549-635-2732,80.0,2.0
603,2012-09-02 04:19:56.200,22,229-297-9879,30.0,4.0
604,2012-09-08 13:20:14.600,5,960-555-9427,100.0,9.0
605,2012-09-20 23:24:35.000,41,944-994-6993,35.0,10.0
606,2012-09-26 19:19:23.400,1,868-170-0087,50.0,2.0
607,2012-10-02 21:43:30.800,42,942-580-6507,28.75,2.0
608,2012-10-14 04:31:43.200,19,884-407-8157,6.9,10.0
609,2012-10-19 10:03:59.600,13,189-232-0915,30.0,2.0
610,2012-10-25 22:29:55.000,42,462-068-5480,30.0,1.0
611,2012-11-06 10:51:45.400,34,270-811-0591,31.25,10.0
612,2012-11-08 02:45:50.800,5,980-098-5516,825.0,5.0
613,2012-11-22 15:56:24.200,0,709-840-5862,50.0,2.0
614,2012-11-26 14:58:09.600,21,514-629-5037,50.0,4.0
615,2012-12-04 22:28:00.000,34,324-215-5785,6.9,4.0
616,2012-12-10 00:36:34.400,36,214-591-1719,825.0,6.0
617,2012-12-18 04:49:11.800,14,418-542-9329,825.0,4.0
618,2012-12-25 07:16:43.200,13,895-291-4275,18.0,10.0
619,2013-01-07 07:58:03.600,0,158-192-5968,45.0,9.0
620,2013-01-11 15:13:57.000,0,373-828-8136,825.0,5.0
621,2013-01-22 09:16:33.400,2,941-849-2603,660.0,1.0
622,2013-01-24 00:01:20.800,17,934-600-4796,31.25,6.0
623,2013-01-31 12:55:08.200,15,132-920-5524,90.0,9.0
624,2013-02-12 07:32:10.600,42,991-870-6721,330.0,1.0
625,2013-02-22 21:04:02.000,32,167-819-3496,825.0,8.0
626,2013-02-25 09:17:02.400,38,350-291-7783,24.0,1.0
627,2013-03-06 08:31:23.800,40,402-650-9343,140.0,7.0
628,2013-03-15 00:54:36.200,21,657-954-0489,57.75,4.0
629,2013-03-20 19:45:04.600,43,867-666-8548,57.75,8.0
630,2013-04-01 16:11:56.000,37,214-591-1719,40.25,3.0
631,2013-04-03 01:25:18.400,11,451-998-4256,140.0,4.0
632,2013-04-11 20:17:35.800,34,494-937-7509,18.0,6.0
633,2013-04-20 01:59:00.200,16,767-411-6326,35.0,2.0
634,2013-04-29 18:02:50.600,18,999-433-0685,330.0,1.0
635,2013-05-05 05:11:32.000,37,423-557-3499,90.0,6.0
636,2013-05-16 00:50:38.400,46,229-297-9879,17.25,9.0
637,2013-05-22 15:51:56.800,13,576-956-0061,50.0,5.0
638,2013-05-27 09:47:12.200,32,270-163-1210,660.0,8.0
639,2013-06-08 06:16:25.600,5,699-039-0180,6.210000000000001,8.0
640,2013-06-17 22:55:22.000,4,142-025-8549,140.0,7.0
641,2013-06-21 22:37:01.400,31,635-807-9464,80.0,3.0
642,2013-07-02 16:43:44.800,43,806-154-2232,140.0,4.0
643,2013-07-07 21:44:33.200,42,986-088-5913,28.75,10.0
644,2013-07-12 23:27:51.600,3,727-966-0828,6.210000000000001,3.0
645,2013-07-20 17:23:28.000,14,607-393-6912,126.0,4.0
646,2013-07-26 20:56:46.400,8,243-845-6140,21.6,4.0
647,2013-08-07 03:37:01.800,43,884-407-8157,57.75,9.0
648,2013-08-15 23:50:27.200,24,639-596-4329,18.0,4.0
649,2013-08-25 16:39:33.600,20,244-261-6450,72.0,9.0
650,2013-08-31 03:42:09.000,49,175-266-2402,28.0,6.0
651,2013-09-06 14:33:02.400,42,884-011-4729,18.0,1.0
652,2013-09-12 00:47:22.800,21,175-984-2563,31.25,2.0
653,2013-09-24 02:18:10.200,45,545-436-1753,264.0,10.0
654,2013-09-28 16:50:44.600,36,696-408-8608,17.25,6.0
655,2013-10-11 00:22:05.000,5,708-080-5828,18.0,2.0
656,2013-10-13 14:02:15.400,8,395-225-2049,100.0,10.0
657,2013-10-20 06:12:44.800,34,788-957-4051,28.0,7.0
658,2013-10-28 08:37:59.200,20,892-759-2051,18.0,5.0
659,2013-11-04 12:47:52.600,31,651-273-0891,40.0,7.0
660,2013-11-17 21:20:00.000,21,941-890-2211,30.0,9.0
661,2013-11-22 21:00:44.400,32,327-858-7659,28.125,3.0
662,2013-11-28 00:48:40.800,14,462-068-5480,57.75,7.0
663,2013-12-10 00:42:55.200,23,125-409-1798,57.75,10.0
664,2013-12-18 01:20:40.600,48,212-315-4347,40.25,8.0
665,2013-12-26 13:56:06.000,4,609-012-0702,51.975,4.0
666,2013-12-31 03:17:34.400,13,926-805-1334,57.75,8.0
667,2014-01-08 13:51:10.800,22,286-184-0334,6.9,3.0
668,2014-01-16 16:17:40.200,19,179-059-2844,32.2,5.0
669,2014-01-21 09:21:05.600,42,360-146-5268,30.0,10.0
670,2014-02-01 02:19:10.000,16,418-542-9329,6.9,8.0
671,2014-02-05 17:10:15.400,16,135-844-4485,30.0,9.0
672,2014-02-16 03:37:47.800,38,452-940-7907,17.25,6.0
673,2014-02-18 14:18:06.200,11,826-742-4185,140.0,4.0
674,2014-03-05 01:45:53.600,23,325-507-9874,25.0,3.0
675,2014-03-09 13:02:55.000,36,452-940-7907,80.0,1.0
676,2014-03-15 21:00:53.400,6,176-057-2994,57.75,2.0
677,2014-03-23 00:27:04.800,32,426-442-1534,35.0,5.0
678,2014-03-31 16:59:25.200,2,136-864-1845,24.0,5.0
679,2014-04-11 23:54:23.600,43,578-112-6285,30.0,9.0
680,2014-04-19 14:26:38.000,31,584-978-7206,57.75,4.0
681,2014-04-25 22:02:30.400,11,267-078-9646,30.0,8.0
682,2014-05-01 19:33:23.800,10,674-211-8967,140.0,6.0
683,2014-05-06 07:48:15.200,16,375-708-8426,330.0,6.0
684,2014-05-19 05:47:16.600,12,155-232-0236,6.9,7.0
685,2014-05-28 18:31:00.000,37,812-799-2221,80.0,5.0
686,2014-06-01 18:22:33.400,5,630-294-1971,21.6,4.0
687,2014-06-06 14:39:30.800,5,764-124-1912,57.75,7.0
688,2014-06-14 09:39:09.200,12,920-249-9540,17.25,6.0
689,2014-06-27 22:28:31.600,17,734-046-4929,18.0,9.0
690,2014-07-04 14:15:02.000,28,163-906-6246,23.0,7.0
691,2014-07-08 13:01:24.400,19,968-634-3043,80.0,8.0
692,2014-07-17 08:23:53.800,6,573-144-9892,31.5,3.0
693,2014-07-29 01:02:22.200,48,350-291-7783,15.525,3.0
694,2014-08-01 02:24:49.600,11,607-393-6912,825.0,7.0
695,2014-08-07 04:34:57.000,7,675-902-9107,80.0,8.0
696,2014-08-16 18:04:54.400,38,891-343-6694,6.210000000000001,8.0
697,2014-08-23 17:03:26.800,31,530-482-4004,35.0,7.0
698,2014-08-29 22:19:10.200,19,147-488-0989,126.0,7.0
699,2014-09-12 05:40:28.600,47,991-870-6721,825.0,10.0
700,2014-09-14 15:13:58.000,31,585-385-5352,30.0,10.0
701,2014-09-25 04:11:24.400,12,116-895-8825,825.0,1.0
702,2014-10-03 07:38:34.800,31,408-413-6613,32.2,1.0
703,2014-10-10 16:57:34.200,34,368-466-8873,50.0,9.0
704,2014-10-19 05:50:23.600,28,504-404-1155,80.0,4.0
705,2014-10-23 10:14:31.000,5,584-069-4864,57.75,3.0
706,2014-11-01 13:02:07.400,14,498-746-3716,18.0,6.0
707,2014-11-13 12:30:13.800,25,634-811-2387,31.25,9.0
708,2014-11-21 07:13:43.200,26,536-028-4365,17.25,8.0
709,2014-11-22 13:24:05.600,13,563-260-7875,24.0,1.0
710,2014-11-29 17:44:49.000,5,449-549-5850,742.5,2.0
711,2014-12-12 23:15:57.400,5,812-799-2221,24.0,5.0
712,2014-12-15 09:59:41.800,9,995-867-6840,825.0,6.0
713,2014-12-28 12:03:23.200,47,995-867-6840,23.0,7.0
714,2015-01-04 13:28:09.600,23,307-658-9775,330.0,10.0
715,2015-01-11 05:27:20.000,34,143-365-0067,27.0,1.0
716,2015-01-17 20:26:33.400,34,346-009-9744,18.0,6.0
717,2015-01-26 07:14:39.800,9,318-053-9034,100.0,2.0
718,2015-02-01 18:01:53.200,25,332-162-6561,17.25,6.0
719,2015-02-08 23:06:11.600,23,545-436-1753,35.0,9.0
720,2015-02-20 07:34:40.000,8,637-873-4099,18.0,2.0
721,2015-02-25 08:15:13.400,35,147-488-0989,35.0,10.0
722,2015-03-08 22:47:08.800,8,776-884-5520,40.25,9.0
723,2015-03-10 18:14:49.200,13,119-980-5941,297.0,4.0
724,2015-03-23 02:04:47.600,25,426-442-1534,31.25,1.0
725,2015-03-25 03:39:21.000,20,368-466-8873,17.25,4.0
726,2015-04-05 23:46:46.400,5,150-173-2345,40.25,6.0
727,2015-04-13 00:43:00.800,37,324-215-5785,90.0,9.0
728,2015-04-18 01:09:36.200,48,244-261-6450,35.0,2.0
729,2015-04-24 17:02:59.600,44,727-472-2839,660.0,6.0
730,2015-05-02 16:04:56.000,39,826-146-3690,330.0,4.0
731,2015-05-12 19:03:34.400,2,695-417-9406,24.0,5.0
732,2015-05-20 12:56:09.800,1,529-198-8247,330.0,6.0
733,2015-05-28 00:21:48.200,20,359-775-9980,64.0,8.0
734,2015-06-03 06:11:27.600,37,256-237-4537,50.0,5.0
735,2015-06-12 13:50:01.000,11,990-505-3792,17.25,3.0
736,2015-06-23 02:44:33.400,19,807-034-3972,28.0,1.0
737,2015-06-27 12:00:00.800,31,607-393-6912,30.0,2.0
738,2015-07-06 01:12:32.200,11,954-852-1491,30.0,6.0
739,2015-07-10 15:33:48.600,39,968-634-3043,140.0,10.0
740,2015-07-19 13:52:15.000,15,470-253-9627,825.0,3.0
741,2015-07-26 08:41:22.400,13,453-624-0316,30.0,8.0
742,2015-08-08 04:17:53.800,13,634-919-7125,50.0,2.0
743,2015-08-12 00:30:31.200,47,642-068-3094,264.0,6.0
744,2015-08-17 22:51:02.600,32,350-795-1039,46.2,1.0
745,2015-08-29 19:05:49.000,11,879-694-6194,100.0,1.0
746,2015-09-09 02:25:52.400,30,193-702-2535,80.0,7.0
747,2015-09-13 12:27:47.800,21,384-987-9163,17.25,3.0
748,2015-09-19 18:02:39.200,42,788-957-4051,31.25,10.0
749,2015-10-01 23:35:28.600,32,990-505-3792,35.0,6.0
750,2015-10-04 19:12:22.000,28,547-492-3170,140.0,10.0
751,2015-10-13 19:39:06.400,1,347-561-0842,80.0,1.0
752,2015-10-23 02:29:30.800,34,555-814-8366,6.9,10.0
753,2015-10-29 20:29:09.200,33,244-261-6450,80.0,10.0
754,2015-11-05 16:40:35.600,41,390-966-2897,17.25,6.0
755,2015-11-14 09:58:47.000,9,147-488-0989,28.75,9.0
756,2015-11-21 14:37:04.400,34,179-629-1046,17.25,2.0
757,2015-11-30 18:38:50.800,25,406-053-6853,660.0,9.0
758,2015-12-09 21:13:09.200,0,761-731-6335,50.0,6.0
759,2015-12-17 18:49:14.600,31,500-625-2236,19.200000000000003,2.0
760,2015-12-25 01:38:34.000,45,884-407-8157,57.75,7.0
761,2015-12-30 19:26:07.400,1,658-393-4046,50.0,2.0
762,2016-01-05 17:43:20.800,37,289-385-8141,80.0,6.0
763,2016-01-17 11:32:39.200,31,339-643-8604,297.0,9.0
764,2016-01-24 01:44:39.600,34,101-491-6210,30.0,10.0
765,2016-01-26 15:17:45.000,14,604-977-6562,30.0,4.0
766,2016-02-02 20:58:42.400,31,711-048-1551,25.875,10.0
767,2016-02-13 19:03:04.800,31,361-935-9310,51.975,5.0
768,2016-02-22 22:05:25.200,33,993-977-5170,80.0,3.0
769,2016-02-27 23:08:08.600,14,270-811-0591,72.0,4.0
770,2016-03-08 14:51:44.000,13,826-742-4185,24.0,6.0
771,2016-03-14 05:44:56.400,5,492-361-9984,18.0,6.0
772,2016-03-23 02:43:53.800,37,397-913-8405,825.0,10.0
773,2016-03-26 22:36:07.200,18,150-173-2345,35.0,6.0
774,2016-04-04 20:21:10.600,15,444-487-2730,28.75,7.0
775,2016-04-12 22:30:34.000,11,214-591-1719,264.0,3.0
776,2016-04-21 19:37:22.400,34,175-266-2402,100.0,4.0
777,2016-05-03 02:37:49.800,46,831-818-2011,15.525,5.0
778,2016-05-04 14:49:57.200,23,278-889-4055,825.0,7.0
779,2016-05-12 11:05:49.600,49,559-378-1293,27.0,2.0
780,2016-05-22 19:44:19.000,47,993-969-1741,40.25,2.0
781,2016-05-27 02:20:46.400,5,752-895-2717,140.0,8.0
782,2016-06-05 03:18:20.800,34,444-487-2730,80.0,6.0
783,2016-06-13 03:03:49.200,26,209-288-2545,50.0,6.0
784,2016-06-20 05:25:09.600,38,551-328-4562,31.25,10.0
785,2016-06-27 19:51:55.000,38,944-994-6993,330.0,2.0
786,2016-07-05 15:16:01.400,27,553-073-7598,24.0,4.0
787,2016-07-16 06:06:37.800,32,261-917-4325,100.0,8.0
788,2016-07-27 00:15:16.200,41,824-733-8728,18.0,4.0
789,2016-07-28 17:00:09.600,3,932-263-5048,6.9,1.0
790,2016-08-11 00:41:24.000,2,418-220-0663,18.0,3.0
791,2016-08-18 10:07:14.400,0,590-609-4258,100.0,7.0
792,2016-08-25 22:16:01.800,24,498-746-3716,35.0,1.0
793,2016-08-31 12:56:58.200,23,578-112-6285,40.25,2.0
794,2016-09-10 13:45:50.600,24,312-787-5092,40.25,6.0
795,2016-09-17 21:45:58.000,39,162-956-1104,30.0,2.0
796,2016-09-20 22:08:07.400,35,941-890-2211,6.9,2.0
797,2016-09-28 01:06:30.800,12,590-609-4258,28.125,5.0
798,2016-10-06 03:26:02.200,47,463-192-6987,57.75,4.0
799,2016-10-12 15:19:51.600,31,635-807-9464,140.0,9.0
800,2016-10-27 02:15:12.000,38,266-998-5646,24.0,1.0
801,2016-10-29 03:34:46.400,5,189-232-0915,17.25,9.0
802,2016-11-07 01:28:33.800,1,544-931-6915,30.0,10.0
803,2016-11-13 10:04:08.200,45,676-260-4530,140.0,3.0
804,2016-11-22 18:46:35.600,47,189-904-7006,13.8,3.0
805,2016-11-28 22:23:17.000,5,339-221-3726,30.0,4.0
806,2016-12-11 03:27:44.400,34,709-840-5862,80.0,9.0
807,2016-12-13 08:00:04.800,16,995-867-6840,24.0,9.0
808,2016-12-21 21:32:45.200,33,490-499-4656,50.0,3.0
809,2017-01-01 08:41:03.600,28,408-413-6613,330.0,3.0
810,2017-01-05 16:36:33.000,47,986-088-5913,825.0,5.0
811,2017-01-16 18:29:26.400,0,548-338-6557,825.0,8.0
812,2017-01-20 18:52:52.800,0,149-649-7129,6.9,7.0
813,2017-01-29 19:33:18.200,7,880-179-7972,23.0,2.0
814,2017-02-05 02:45:23.600,1,657-954-0489,16.2,9.0
815,2017-02-12 11:44:32.000,23,227-343-6911,40.25,5.0
816,2017-02-24 22:41:33.400,47,977-674-6380,51.975,8.0
817,2017-03-05 13:09:11.800,9,391-201-5289,16.2,5.0
818,2017-03-09 16:59:34.200,5,414-340-3398,35.0,6.0
